,rxn_id,G_r,DG_TS,DG_TS_tunn,dG_rxn,dG_forward,dG_reverse,fr_dG_rxn,fr_dG_forward,fr_dG_reverse,s_prod0,q_reac1,s_reac1,qH_reac0,qH_prod1,q_reac0,q_prod1,q_prod0,BV_reac1,BV_prod0
1479,886214,14.80041958711046,27.768808038548613,27.699195720871376,14.896258864220286,96.55362040178117,81.65736153756089,6.522094458436044,133.1097469043374,126.58765244590137,0.89228,-0.16726919,0.87461007,0.33289,0.14241835,-0.47882175,-0.2267446,-0.27038828,0.4352119553524143,0.3515993036165528
505,308560,-9.687530148043312,19.02375863841632,17.56391580279115,-7.465980562941397,75.10230135366056,82.56828191660196,-13.503622619207377,116.65541983155167,130.15904245075905,0.76325816,-0.076334804,0.8045599,0.24446256,0.16185687,-0.45310646,-0.13695545,-0.33699346,0.5868755168088791,0.2516517335305492
742,24558,13.47432812473106,31.788065040597,30.138307915720265,15.71106594050083,93.12143064061017,77.41036470010934,9.57840407880903,137.99843764816237,128.42003356935334,1.0410385,-0.3829506,0.6401997,0.1462642,0.14532377,-0.42071193,-0.4511725,-0.40422785,0.3438393343419798,0.2675850294885042
721,122042,7.289344669173507,23.14657459684288,21.790991581490857,6.548065287670397,91.58558027973197,85.03751499206157,17.382175289285726,133.59940590614755,116.21723061686183,1.0336037,-0.19908029,0.9358058,0.15745214,0.2125912,-0.2907843,-0.3534945,-0.2575975,0.45392215974335215,0.5076685637949144
1328,1431698,13.799663092530006,32.33705828071558,30.43573867780612,13.38456277081896,85.75648746765658,72.37192469683762,8.432788051032801,123.29529462952544,114.86250657849264,0.88692844,-0.18610582,0.42681843,0.12428239,0.26331133,0.047085684,-0.23693399,0.00080896897,0.4114140620799574,0.5341773645835495
64,28593,-14.006119179199528,11.321284985418998,10.980906083294698,-13.906792878498166,83.00472095242915,96.91151383092732,-16.68340377672638,117.55348226383754,134.23688604056392,0.9495637,-0.233474,0.88598514,0.20802826,0.3235656,-0.3611399,-0.46434373,-0.19925652,0.426098796947588,0.5110139357005425
1161,748078,-31.220595424551146,13.874054768962145,13.164770027174256,-31.187955880513954,60.123558244000975,91.31151412451493,-16.095909877918857,120.34676375141738,136.44267362933624,0.44876617,-0.41308758,1.0355271,0.16363327,0.14091295,-0.102746144,-0.4493589,-0.05235582,0.2886145981331169,0.6233346511108004
1433,127610,-3.23501300138108,20.957441648410885,18.955542324756625,-1.6695390135865296,84.05428877770197,85.7238277912885,-4.218041457718101,122.79171064421571,127.00975210193381,0.87585074,-0.12548809,0.9306246,0.12841836,0.12964414,-0.069113776,-0.11610393,-0.10625049,0.4519131025585911,0.4240988373676226
416,448340,2.47292829167074,21.53275998597824,19.551812782426737,-0.894147772654847,85.65892070728218,86.55306847993702,-13.02812410907407,117.28737977429739,130.31550388337146,0.9375977,-0.24170265,0.93740886,0.23969351,0.12994905,-0.43878996,-0.24750644,-0.26143023,0.2206398138353306,0.5399289496392164
548,707616,1.690465876795608,21.001910012128548,19.551712868118248,3.3377465674486757,100.82953284244209,97.49178627499342,1.4592926691734647,136.013682734028,134.55439006485454,1.0695682,0.039976027,1.04433,0.15524298,0.13323678,-0.16406552,-0.09377095,0.00079150405,0.46279168216953503,0.4595060450588082
205,950748,-13.854929208381243,11.10681698880344,10.57171014330582,-12.044751712433353,81.94623150563801,93.99098321807136,-4.058180907082402,121.62707020587894,125.68525111296134,0.8718521,-0.069672585,0.8570617,0.13284723,0.124910854,-0.038703192,-0.062399596,0.028337663,0.45767829213560995,0.5215414896197582
328,680616,-8.006452284817525,15.279075681201604,13.95286097034719,-8.842985464943808,89.81634374952958,98.65932921447339,-13.292708545904787,121.27044782333104,134.56315636923583,0.92432743,-0.072225876,0.9194758,0.23155336,0.14746499,-0.36938956,-0.17786518,-0.21110661,0.5108699154227831,0.5069317974259392
486,765664,34.81171470683373,45.045830927584674,44.45692757558683,34.12973463439852,109.71807610544451,75.588341471046,29.078318399668404,142.68632241965554,113.60800401998713,1.0228039,-0.3097948,0.35621303,0.17674452,0.27343887,-0.13184713,-0.5239666,0.07877785,0.31357638445568675,0.44377327617132123
1507,2202333,9.960478834342268,24.19201303551526,23.15780378262906,3.2553264760719145,86.68348527545527,83.42815879938335,5.667010768446673,126.08813660184457,120.4211258333979,0.9062977,0.12900257,0.8341518,0.14173923,0.1414093,0.01907453,0.03127294,0.06141105,0.5654586046554808,0.5729795146777028
1275,203258,-8.319723076795928,23.801096701822534,21.596383919132883,-9.1215276806562,82.94461490605471,92.06614258671091,-5.5327741075169,131.7772536378592,137.3100277453761,0.9200297,-0.43155465,1.0528551,0.13650128,0.14567152,-0.3150833,-0.4533803,-0.3248427,0.2825466688625668,0.2646153791668121
528,281687,-0.9935089975842154,21.045437699437112,19.13383781982991,0.31198436130240736,85.69285505125373,85.38087068995132,0.2795047048882964,128.41995406659285,128.14044936170455,0.9122652,-0.048498265,0.9043107,0.1209524,0.12088486,-0.059688542,-0.04334735,-0.06140221,0.3393754799214099,0.341411256084528
1448,281914,-21.04716859550844,8.94732324461344,8.825856870377118,-22.44054301001252,74.90547682121793,97.34601983123045,-12.324283920521495,119.8170683594743,132.1413522799958,0.6954085,-0.24669169,0.89685404,0.14673159,0.31763303,0.0023698497,-0.47901547,0.10855383,0.3395859772183736,0.5923788249346533
418,1889373,-17.872590005786,12.54792370031144,12.227152855351363,-21.503385591336794,75.13364771223175,96.63703330356854,-9.01011384678614,123.11376282642627,132.1238766732124,0.6320117,-0.013784556,1.0530596,0.14402093,0.15080707,-0.07950688,-0.034637235,0.030289203,0.6252852133215716,0.6416932266538908
579,930798,-9.661164226343724,22.79837503213592,20.952325851336543,-10.011668453666474,78.18047322208706,88.19214167575353,-4.494178545676931,127.7751041762858,132.26928272196272,0.61126554,-0.2524045,1.0461206,0.15287647,0.1456989,-0.3399219,-0.27947545,-0.17793082,0.4475457161179089,0.5165467091196881
985,111927,30.46644922941088,42.01113862691626,41.30018833852671,28.240035163919615,97.71339544116279,69.47336027724317,24.220854802604165,131.70750571609034,107.48665091348617,0.8687433,-0.22605437,0.5443519,0.13835953,0.25112432,-0.12126317,-0.29208824,-0.07236454,0.4270686161392289,0.46869932828622696
610,437352,-2.390930365667067,24.94433058946269,22.963707741294463,-0.5263199291668172,86.88511939064057,87.41143931980739,-0.2835848465579147,131.87789813241068,132.1614829789686,0.9978062,-0.20670249,1.0714701,0.15314905,0.1579597,-0.33188602,-0.334221,-0.2708398,0.5256023387172708,0.5119276055253231
1246,939656,-14.007637457052615,15.59148097592008,14.818619027338109,-15.3360254976526,75.99285649881256,91.32888199646516,-3.040392567705311,133.88236673103836,136.92275929874367,0.41129297,-0.4027462,1.0621067,0.15898894,0.14964214,-0.52712554,-0.44274166,-0.34777963,0.331103540004953,0.3597990372287718
1432,666436,3.186705838376648,13.436211343863867,12.831865720478104,2.464729670609742,100.7089505492011,98.24422087859136,-3.179042381867447,132.76129080533704,135.9403331872045,0.8987219,-0.05897402,1.006418,0.17627436,0.15693443,-0.27273455,-0.17653303,-0.047483902,0.5493942339372104,0.45718148137599607
472,953556,-11.415985440204432,12.49798659585058,12.024828943459712,-9.850751134082074,100.01767264621512,109.86842378029719,-7.234712201760544,135.09121970451108,142.32593190627162,0.9563887,0.11102206,1.0154451,0.1590808,0.18094234,-0.15068959,-0.062227745,-0.011650789,0.4241744552736588,0.5053089723789664
1224,80462,7.375067340772878,29.98453857362121,28.17363831937925,9.265503857976938,86.05669903262795,76.79119517465101,0.09394226183832188,130.80923552659078,130.71529326475246,1.0017517,-0.13782655,0.73409075,0.13960508,0.15763925,-0.29730016,-0.32965133,-0.30299005,0.5046268586561116,0.4743524760293537
131,185263,7.183026179193712,24.31182087182897,22.948623641272743,7.804526809551717,99.96310172822108,92.15857491866936,-1.8245733523526155,135.7172904427734,137.541863795126,1.0059339,-0.4123031,1.0272243,0.17099805,0.13790528,-0.10741052,-0.41990134,0.07818356,0.2793149304528116,0.4567581998151173
15,955442,7.732611981437078,26.293721370274323,24.830755977985568,8.566755950601078,97.52533569458967,88.9585797439886,1.7690954260627336,136.46455638914364,134.6954609630809,0.9492939,-0.41857,1.008848,0.14525186,0.15534724,-0.2984988,-0.42398962,-0.22233362,0.38011509033508173,0.48627643689018607
936,123183,-8.91409230216288,24.33323697897734,22.847601301653548,-7.953628212861403,69.24738600555551,77.20101421841692,-5.885448352978614,126.89954327529213,132.78499162827075,-0.01397061,-0.3523313,0.66842324,0.15806185,0.14577337,-0.46141082,-0.4393084,-0.38880965,0.3324220923365919,0.32609302439038834
1418,775050,0.1115463824603729,25.18606673361576,23.4362206979784,-0.8616931789457425,90.310066052979,91.17175923192474,-1.2259385667141487,135.94166223335128,137.16760080006543,1.0243723,-0.4066884,1.0556966,0.15090469,0.14365424,-0.43377498,-0.42969832,-0.4138155,0.2806682955035995,0.33447779638694886
476,570717,-3.597656676601549,27.693191206412106,25.21040569555733,-10.370900047162422,73.2550320548878,83.62593210205023,6.608861221128578,119.01020534379042,112.40134412266184,0.62324643,-0.30127174,0.32198003,0.12410856,0.26510033,-0.04025695,-0.4936272,-0.041388445,0.33365024106010965,0.41888543511351306
907,815412,2.460174857223418,25.06968623431433,23.10259613045253,1.406841799618249,80.64604583501048,79.23920403539223,0.06461024337974663,124.80359250024455,124.7389822568648,0.8272724,-0.14766587,0.78390557,0.12613004,0.123288475,-0.17884551,-0.17048888,-0.1872097,0.4670815295402463,0.41488293578573954
1025,918577,-12.671242607678431,22.415597731122546,20.699525947415943,-13.382255919563605,73.51329323891822,86.89554915848183,2.47373139224608,127.94779317234736,125.47406178010128,0.5671989,0.025013281,0.89435637,0.1490129,0.12791796,-0.32463345,0.06132556,-0.10031055,0.4294084541922781,0.47203195572645074
839,769613,2.16270503390764,25.289749389143967,23.44857795777405,0.6231673226758971,92.22567586127373,91.60250853859783,-0.28852301801978797,137.03547921257467,137.32400223059446,1.030267,-0.39512268,1.0520276,0.14744975,0.14891768,-0.43818566,-0.45238,-0.40754342,0.3263151645551223,0.2811761864645115
103,531909,8.086699949282139,26.03795226648525,24.530894920663147,11.363050643768474,93.2026812349778,81.83963059120933,11.325702248033181,138.22411448405367,126.89841223602049,1.015489,-0.18450886,0.8327721,0.14703628,0.14079215,-0.46202332,-0.21163477,-0.39326695,0.4320129940099062,0.37852586890263046
60,58240,-21.555347340841973,14.275774254333568,13.42577702771889,-19.347402342356048,69.51464551990651,88.86204786226256,-20.442594677357008,112.23349616968967,132.67609084704668,0.41950846,-0.27843714,1.0462297,0.13489717,0.1508314,-0.17080626,-0.3099911,-0.20748325,0.4774456058120843,0.43713711240406
1050,1416399,-23.37992043563885,8.727939346896097,8.537966189064626,-21.021549931386815,81.67716936729992,102.69871929868674,-13.331577895516048,121.23359454372122,134.56517243923727,0.84945613,-0.08905055,0.93135667,0.15703571,0.14395441,0.022240054,-0.16957895,0.05471034,0.4294837035029082,0.5568898337415479
969,990563,-10.978008120754852,13.303854034913122,12.786544811120232,-7.876143777477296,88.28529127116542,96.16143504864272,0.2429139343932718,131.6763616347138,131.43344770032053,1.0134193,-0.23622228,0.8731669,0.15622388,0.32072935,-0.28914776,-0.4758063,-0.20467652,0.3448526903754776,0.5470089525384141
391,173354,-20.64894404554771,12.333247496899162,11.820554806069328,-18.468010529940855,74.31887876029167,92.78688929023252,-2.2882439518003252,123.77171717174275,126.05996112354308,0.69918984,-0.011282399,0.807859,0.14036667,0.1432957,-0.088340744,-0.069733396,-0.022463633,0.4139146133148386,0.571599136051472
165,993886,1.841059000623889,19.68882577394628,18.353915929732374,2.1597854288928175,94.97283695617476,92.81305152728194,3.5059802337169117,133.90262043428208,130.39664020056517,0.9355925,-0.09799156,0.9306389,0.15361363,0.14681964,-0.12651277,-0.13581836,-0.017802378,0.5547218449194176,0.5702926775584978
1177,642643,-7.294390766600221,16.529808140294907,15.04579130152284,-6.654583117329537,83.29711308371093,89.95169620104046,1.5068503204576444,124.26138067370914,122.7545303532515,0.85559696,-0.0048716445,0.75244206,0.132785,0.12942834,-0.056014564,-0.062538944,0.040133107,0.48467417499904974,0.5544650567865116
776,713623,1.6347970205675133,24.64690355037953,22.898598413779915,0.4612256415025655,91.60456146859946,91.14333582709689,0.7557832421055082,137.3228441903853,136.5670609482798,1.0398955,-0.37430862,1.052607,0.14649904,0.13987793,-0.44677952,-0.41670424,-0.42347994,0.2495254518370953,0.31253489021189895
349,1632865,-30.783624892337524,12.688696967523724,12.379535929875802,-28.636396578433036,75.22119329252394,103.85758987095697,-10.616699630232105,125.71542616069136,136.33212579092347,0.4025405,-0.052299853,1.0624444,0.13423613,0.13892004,-0.045675475,-0.23762408,0.014085508,0.42506793053800906,0.4914586090607982
1232,995039,18.22738840454144,24.76939935213788,24.176959857721045,16.08191954198817,109.81338169804049,93.73146215605232,16.76095496943833,144.2630511664134,127.50209619697506,1.018006,-0.38218263,0.77455914,0.16242915,0.24611811,-0.1957228,-0.5615637,-0.03579598,0.3323969468696844,0.457672562152479
371,367816,0.272492739414537,23.89741384789113,22.28204651104987,0.526208448336817,86.28133395679663,85.75512550845981,1.2109455461304606,131.2984910143902,130.08754546825975,1.0522518,-0.24100347,0.9311585,0.14416593,0.15770406,-0.3176668,-0.3094506,-0.26954684,0.5463950289656849,0.4804685349242923
117,482364,2.701646766879786,26.870592956966508,24.98048197244646,1.8932841945270553,86.74795905661288,84.85467486208583,2.857476216532234,132.14413637666448,129.28666016013224,1.0340539,-0.08088059,0.84957397,0.14366344,0.17165513,-0.31689405,-0.23861568,-0.2668284,0.46890129622964605,0.48324883890283427
252,999704,-19.57482582028942,13.707179187329958,13.193345414980168,-17.92883691365961,75.60693431749387,93.53577123115348,-2.1535602753493777,128.0891085790635,130.24266885441287,0.60551655,-0.31275892,1.0025003,0.1435325,0.23317036,-0.4676808,-0.51259285,-0.40094343,0.3590224562730632,0.2979343877717271
994,661155,10.72077934181242,28.540865615291047,27.23821662519187,12.161553122807604,94.20745374900099,82.04590062619339,0.6432418344725761,132.13796816249337,131.4947263280208,0.86351746,-0.381762,0.7333282,0.12974526,0.16282375,-0.08387419,-0.45710182,-0.020778684,0.26341279756100744,0.3229136516598022
311,36722,-15.401234327495056,19.170067133585945,17.533507076918614,-14.144892268007936,70.54474679401892,84.68963906202686,-9.652491651258103,119.44064528941219,129.0931369406703,0.42086822,-0.09001008,0.8222935,0.14821371,0.16739452,-0.22114262,-0.21506643,-0.14913666,0.4546223234715474,0.43911345953892045
1102,285875,-9.86816272531462,17.242156522544757,15.92585102393445,-10.588843623729105,79.79829459590417,90.38713821963327,-4.09223208939855,132.24178376715128,136.33401585654983,0.46676436,-0.39670223,0.933606,0.1613436,0.15013324,-0.48405632,-0.4548183,-0.41253504,0.25834300789579906,0.32330457221946035
395,641850,11.834723402989024,26.704833290196586,25.58569680009976,3.7119808119596343,75.53559999554061,71.82361918358097,10.667167382560052,122.39331631127322,111.72614892871317,0.53231525,-0.21641383,0.78769577,0.1605004,0.21689905,-0.25160798,-0.28591868,-0.2199446,0.40731394081736016,0.4304916108865112
358,591865,4.137548858354755,27.25708740006752,25.50747405641313,4.821806720847334,84.19322544306814,79.37141872222081,0.6955651512289194,125.03074238728276,124.33517723605384,0.8471281,0.051918466,0.32484204,0.13305825,0.16061816,0.038470708,-0.2382463,0.022473091,0.47559164910638074,0.5893168917267468
263,443643,-3.7165632811934697,18.03991852798415,16.91737564111624,-4.988717712603503,79.11309765668324,84.10181536928674,-5.3916747083009255,123.75101045276953,129.14268516107046,0.73897046,-0.31348908,0.7811281,0.17387973,0.1580423,-0.30703157,-0.3195176,-0.15300247,0.2597375048430387,0.4704261977637355
359,559524,2.0926126354179706,21.62100986449288,19.911332150979376,1.2794213143329074,85.1512370074334,83.87181569310049,0.36265709208348085,125.94514263684599,125.5824855447625,0.8872706,-0.35828084,0.8519828,0.14585368,0.15005693,-0.10942157,-0.29605797,-0.09403858,0.3009612150595934,0.44379071185098484
740,241704,0.6618645485909534,20.26638827876501,18.4544176914166,-0.9028664149260948,90.5787316981764,91.48159811310249,-1.1193673663771762,125.77672278901665,126.89609015539382,0.9921513,-0.35556284,1.0190423,0.23195097,0.23352988,-0.543018,-0.5553091,-0.32809833,0.34320969450338473,0.2644540628288611
1058,988627,7.695114323465772,23.43056325775109,21.85143609663903,8.273670219249595,85.92125823781781,77.64758801856821,3.4500507917496464,123.42302856466931,119.97297777291966,0.8867091,-0.34438968,0.3778922,0.14551407,0.3229989,0.06654123,-0.44494766,0.09021312,0.381761106176354,0.5272891541606515
1398,458060,10.967147841320871,26.443108161685664,25.22442527673333,13.068710497982991,105.92275121270518,92.85404071472219,12.43352371351665,137.97893097085668,125.54540725734003,1.0181689,-0.3126832,0.68997014,0.14482898,0.25320554,-0.30538875,-0.53022474,-0.17664658,0.36265033631263205,0.4966313652942185
1059,94930,-10.32338699966891,15.459354157590615,14.792249061719112,-12.633992053079297,66.30092137583988,78.93491342891917,-11.780797049714323,121.22684130923722,133.00763835895154,0.46884304,-0.4314038,0.6281698,0.18153672,0.16095962,-0.36548933,-0.5502502,-0.1871134,0.4156724727303527,0.4939253612138971
1442,33854,19.56277491005148,32.02301866144095,31.98187833773246,22.63715799004592,100.82006328212722,78.1829052920813,17.020345475926803,133.54858714163188,116.52824166570508,0.9054529,-0.024579985,0.6591945,0.17399733,0.10423832,0.14648746,0.109658666,0.14901842,0.39609535428341824,0.44419005704958364
16,517391,-22.518057887558545,12.495074789911463,11.770121093800707,-22.174799398315756,70.73776664874786,92.91256604706362,-32.304761302364156,106.46342507280959,138.76818637517374,0.59685606,-0.3939218,1.0126829,0.23006561,0.15470126,-0.45550784,-0.41522312,-0.32552034,0.33164711211812975,0.471251203639016
51,29002,-7.025708849754684,19.383872638802377,17.653959437434327,-7.247547548721272,89.89744710506513,97.1449946537864,7.855717264133801,136.08915935470725,128.23344209057345,1.0327072,-0.10683676,0.7761298,0.15464051,0.15754591,-0.4635851,-0.15297616,-0.42259893,0.4443140838189524,0.36627524734412886
977,1092356,18.343047146999925,32.92850806817089,32.20754843136305,17.9732885799922,84.26324171454777,66.28995313455557,18.495570010782288,128.1574749528626,109.66190494208031,0.992142,-0.21180066,0.73417944,0.16041453,0.21824756,-0.15109901,-0.27529967,0.012327895,0.3747893167451262,0.6278594836376697
1357,760202,11.399336315990285,29.1061189666102,27.84779340648768,11.302035923458888,99.1420201742819,87.83998425082301,5.422889292125461,137.4246527253543,132.00176343322883,0.95968544,-0.22116685,1.0096314,0.1501657,0.14490137,-0.30053616,-0.31463787,-0.22980356,0.4867817365136976,0.4544866580229926
351,371918,4.472314951047816,21.249934994888218,20.06227178427756,3.113740037581195,83.01526009768853,79.90152006010733,-0.39438469372086615,133.61689951355595,134.01128420727682,0.7851981,-0.34303683,0.59573215,0.14985786,0.158787,-0.47569728,-0.46167788,-0.34402463,0.3635088662193349,0.28583900770794973
729,471424,13.83370811507062,28.35963744503571,27.896452421133123,13.0675536214452,104.55748755585552,91.48993393441032,-2.955981636811316,130.63530898755957,133.59129062437088,0.9472628,-0.2562316,1.0126103,0.26360843,0.14581221,-0.5017701,-0.26081878,-0.32860392,0.40754674790975504,0.3620305584954419
1491,2353912,-13.22946031681544,14.641184917778162,13.418049018305869,-10.125097043080075,83.49464870083457,93.61974574391465,-6.7456787216695915,122.52292981167885,129.26860853334844,0.8397535,0.041625366,0.9284099,0.12565838,0.13243784,0.0585786,-0.06630714,0.12889524,0.5773660457403859,0.5086764935176329
1379,537945,-2.1127807710586484,18.061314958553165,16.727517575197233,-2.3183553408114363,79.77795775807556,82.096313098887,-11.245779472975784,117.5540432833171,128.79982275629288,0.66204405,-0.15164912,0.8215336,0.10301224,0.17383759,0.12317496,-0.3253207,0.013876161,0.4993080604549773,0.3886304847248684
1214,1286924,6.749054068719853,28.215096054521684,26.176392393147925,6.74247207961227,89.82624661269317,83.0837745330809,1.2225214480658622,128.29964088911058,127.07711944104472,0.9659957,-0.18382302,0.83897066,0.13202842,0.15812269,-0.06757793,-0.21929377,-0.049417697,0.4195661693959845,0.5686096039169668
665,335258,7.672522484414212,24.573016485366548,23.16045164227136,8.925064540668387,85.26862211460629,76.3435575739379,4.355794240733758,134.6407180623124,130.28492382157864,0.8601826,-0.40601397,0.44786847,0.16419134,0.15215097,-0.4996126,-0.46822,-0.37598917,0.304749278425098,0.32921489065284637
97,320292,-0.6918737220486653,22.80027726660053,20.454088170218967,-0.09898445998618399,82.75892149785437,82.85790595784056,-10.26296484794672,116.61459366399629,126.87755851194301,0.9481687,-0.17388543,0.85298795,0.21253252,0.1354756,-0.34925473,-0.16810404,-0.20661438,0.416787289536057,0.4837618231820848
1114,675395,30.856224012315703,40.42808094853497,39.96443332131871,31.420868256310598,108.53703557188624,77.11616731557564,15.810293960838635,141.7667664910782,125.95647253023955,1.0425347,-0.22292402,0.6659101,0.15015885,0.17474867,-0.25948,-0.30255538,-0.1592661,0.4590208171305916,0.4718696620521957
1319,1022239,-1.010805797621272,24.48234674143553,22.46287879789988,-1.4895568945121482,74.32407523935828,75.81363213387043,-2.9729727267714594,118.93818784321785,121.9111605699893,0.59401405,-0.2386923,0.5984685,0.19487484,0.1768672,0.047677282,-0.29034862,0.15112832,0.45180896877159316,0.5474904498343388
196,546255,15.251693919709789,23.29747723578409,22.64119475408298,11.980581874293378,106.65494889053915,94.67436701624577,8.724776939393621,142.02540247136818,133.30062553197456,0.94167405,-0.26033407,0.8750345,0.16356292,0.32893673,-0.072056316,-0.48185545,0.049644258,0.27871305324812684,0.431029782518511
183,909730,-7.723802311313536,21.408630093586,19.415534582856683,-8.485349703753812,83.11233360797544,91.59768331172926,-9.325658803054523,127.19518554050455,136.52084434355908,0.8583206,-0.41255152,1.0793995,0.15128817,0.14273036,-0.3759089,-0.43185624,-0.42191285,0.27426215760885087,0.33931441874152457
1416,772685,1.007889465047326,20.27083440510173,18.66466117093744,0.28136920128841325,91.64184234088309,91.36047313959467,-2.824367066925106,122.54942223154163,125.37378929846673,0.75233716,0.01231238,0.7308751,0.107326575,0.123464145,-0.042402983,-0.016857183,-0.09147008,0.445997548395005,0.4290341064639465
1466,680157,32.0199509220205,40.08975856745055,40.02974056754214,30.022586817219107,83.2158603859314,53.1932735687123,24.43997584836707,126.26508424577378,101.82510839740671,0.91182107,-0.059438925,-0.007923581,0.12273131,0.17152113,-0.0869108,-0.16482824,-0.079839975,0.40723001276035037,0.42401671877896996
725,513922,1.5385173681218522,20.15112573342317,18.743780560555667,-3.0698006835063154,73.40922739593461,76.47902807944092,-16.352050896579442,110.05817538877778,126.41022628535723,0.54793435,-0.13203523,0.5190152,0.22689809,0.17549653,-0.35223106,-0.2857075,-0.22496346,0.4475602812212281,0.57448961654776
1070,469557,2.3447159219759515,15.953638769054686,14.736589915970104,2.22192231944409,95.96469452121232,93.74277220176823,3.5433210302541625,132.91404710930098,129.37072607904682,0.91904664,-0.25087816,0.8715176,0.30481344,0.31667885,-0.4701274,-0.45714363,-0.24005273,0.37074121490540746,0.362940446028726
533,1163137,-6.645613832992412,15.989762245217372,14.730603950468572,-8.200387874962558,78.35859434749452,86.55898222245708,-3.288340676893881,114.66334091311518,117.95168159000906,0.70428306,-0.22416537,0.9259598,0.17363636,0.22528483,0.022421066,-0.3811911,0.18497562,0.5316153584418719,0.6136400111137594
743,799124,-11.99789828778965,16.708884179261755,15.122967294813687,-11.824694864236534,78.22030868810734,90.04500355234387,-0.5825692278144032,124.5368112371362,125.11938046495061,0.5124822,-0.3550493,0.98668593,0.1575979,0.22864899,-0.3134465,-0.5614394,-0.22135457,0.3714800029643373,0.392293555154258
81,624365,2.109568322002569,22.24902543159862,20.296939199876466,1.1715499391245316,86.23383155444856,85.06228161532403,8.490861817454729,128.8783384824951,120.38747666504038,0.95844203,0.087431274,0.7690262,0.12692116,0.11480922,-0.1266507,0.10758662,-0.019131077,0.3313786266658595,0.5536961667694181
746,1207406,1.654039198210897,22.690969800660643,20.876085831373825,0.7899573682485652,85.76479173778611,84.97483436953755,0.06878338827860375,128.55140963095815,128.48262624267954,0.9949216,-0.06348575,0.90160567,0.14735404,0.12265351,-0.15202884,-0.050872836,-0.2411818,0.3498383844403098,0.6837028939717966
397,1891919,-16.71551430617397,11.160619487137104,10.55055669167268,-17.38002546411252,82.79884215205607,100.17886761616859,-11.872061718582003,121.68370467232587,133.55576639090788,0.84945047,0.069963574,0.90699553,0.12218159,0.15840092,0.08431461,0.08150587,0.10185663,0.3954930638050963,0.5747374020171113
267,485035,1.85269416664705,16.725143048726743,15.681883754461111,0.268467924480035,90.40587120589811,90.13740328141807,0.8474439247234642,125.88082940377895,125.03338547905548,0.9998073,-0.3363068,1.0015506,0.24234354,0.23566695,-0.5580368,-0.5701906,-0.3367623,0.29142175372851425,0.29788190760459105
589,854061,18.49657591422382,32.77176531117144,32.583919051365434,18.55075405376104,90.89822313650319,72.34746908274215,-2.735116968006807,117.91952047331928,120.65463744132609,0.72876036,-0.082708135,0.6442034,0.24434662,0.1422891,-0.35155144,-0.10581686,-0.19162956,0.4243639579906176,0.4194187256487716
666,691260,3.650255619480185,27.38831851256259,25.62788115738241,3.8871188391900944,86.98568666807165,83.09856782888156,-2.4660946270843453,131.99566422145364,134.46175884853798,1.0299176,-0.40582985,0.7934625,0.14488146,0.15023871,-0.26960093,-0.44239497,-0.21637905,0.2976141174572913,0.4513350779445031
1314,152319,19.05513577808483,32.13419197947812,32.09684741240724,21.973877025127692,110.5062455735892,88.5323685484615,8.097989176234961,139.9816265079206,131.88363733168563,0.9079355,-0.2417889,1.039173,0.16412504,0.14932017,-0.099631235,-0.28645456,-0.11346992,0.4257872165490897,0.4058985679666668
132,349965,1.056837815973918,20.648482088451928,19.0513451300638,0.038946774498057835,86.12871459710608,86.08976782260802,2.2830777724216205,133.13274870299978,130.84967093057816,0.8596969,-0.2893423,0.90024006,0.16835137,0.16173904,-0.3193751,-0.34252936,-0.2629266,0.31755672896564296,0.31477588047116023
265,888827,0.8632822262358495,24.77184215727431,23.10207271692667,0.7279782335888143,91.92066431037644,91.19268607678762,0.09879943048767359,136.67463568346125,136.57583625297357,1.0123199,-0.37208074,1.0760084,0.14494751,0.14302617,-0.44868746,-0.40725535,-0.42446363,0.30084542583907276,0.3138417954871835
799,946065,0.5441328345953383,22.133475771751204,20.72180801656124,0.055753035474481294,84.18923947754244,84.13348644206796,-0.1115543733614004,130.23216548971783,130.34371986307923,0.8576334,-0.21184726,0.88672835,0.15551169,0.18225078,-0.32209232,-0.31774735,-0.30073762,0.4773875352812893,0.28616145608614874
1423,407966,-0.8392408334671354,19.771606881398423,17.776586978467808,-0.7685646176527143,83.95647802154869,84.7250426392014,11.517723915358658,130.52654621112725,119.0088222957686,0.84144855,-0.24092646,0.9326445,0.15187615,0.21442053,-0.2976712,-0.3946943,-0.28641337,0.46670213317180714,0.24232557724401568
88,361061,-18.144600210293326,12.897349104868706,12.337298479416452,-18.35159456979487,87.31350972088251,105.66510429067738,-7.936003051795666,131.46451527904074,139.4005183308364,1.0185239,-0.07085954,0.9884477,0.15276049,0.13890536,-0.32467905,-0.21601826,-0.2677114,0.4567422720257513,0.5022425043306094
1234,536695,4.40816606832428,24.27528076855368,22.28066864294119,4.637021986582141,91.44775421584208,86.81073222925994,2.4276212912233888,127.71807969629691,125.29045840507352,0.79761106,-0.08494833,0.93302333,0.11875312,0.13140652,-0.28458983,-0.10097754,-0.25510418,0.4541411165841245,0.26614522323021045
708,536760,8.226073544649466,26.9091477906992,25.733697672085093,7.252921766092328,88.35611420110368,81.10319243501135,3.7317560730458013,132.52667965923098,128.79492358618518,1.0108678,-0.14864983,0.7715044,0.1572744,0.17042167,-0.31353137,-0.36230248,-0.30520162,0.49669039640698087,0.5863664083661713
